,event_date,event_type,country,admin1,actor1,actor2,assoc_actor_1,assoc_actor_2
486858,09 October 2018,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
486924,09 October 2018,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,Fulani Ethnic Group (Mali); Pastoralists (Mali)
486939,09 October 2018,Violence against civilians,Mali,Mopti,Dozo Militia,Civilians (Mali),,
487377,08 October 2018,Strategic developments,Mali,Segou,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
487481,08 October 2018,Strategic developments,Mali,Segou,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
487556,08 October 2018,Violence against civilians,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
488329,06 October 2018,Violence against civilians,Mali,Mopti,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
488694,05 October 2018,Battles,Mali,Mopti,Ansaroul Islam,Dogon Ethnic Militia (Mali),,
488846,05 October 2018,Violence against civilians,Mali,Segou,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
488881,05 October 2018,Violence against civilians,Mali,Mopti,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
488929,05 October 2018,Battles,Mali,Mopti,Military Forces of Mali (2013-2020),Fulani Ethnic Militia (Mali),,Pastoralists (Mali)
488979,05 October 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
489269,04 October 2018,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
489455,04 October 2018,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
489478,04 October 2018,Violence against civilians,Mali,Mopti,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
489480,04 October 2018,Violence against civilians,Mali,Segou,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
490039,03 October 2018,Strategic developments,Mali,Segou,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali)
490088,03 October 2018,Strategic developments,Mali,Mopti,Military Forces of Mali (2013-2020),Unidentified Armed Group (Mali),,
490608,02 October 2018,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,Bambara Ethnic Group (Mali); Farmers (Mali)
490614,02 October 2018,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
490882,01 October 2018,Battles,Mali,Mopti,Unidentified Armed Group (Burkina Faso),Military Forces of Mali (2013-2020),,
491079,01 October 2018,Violence against civilians,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,Fulani Ethnic Group (Mali); Pastoralists (Mali)
491788,30 September 2018,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Al Mansour,
491922,29 September 2018,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Tuareg Ethnic Group (Mali)
492473,28 September 2018,Violence against civilians,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),AQIM: Al Qaeda in the Islamic Maghreb,CMA: Coordination of Movements of the Azawad
492697,28 September 2018,Violence against civilians,Mali,Segou,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
493229,27 September 2018,Strategic developments,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,Farmers (Mali)
493431,27 September 2018,Strategic developments,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,,,
493435,27 September 2018,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
493449,27 September 2018,Battles,Mali,Gao,Unidentified Armed Group (Mali),GATIA: Imghad Tuareg and Allies Self-Defense Group,,
493523,27 September 2018,Strategic developments,Mali,Gao,Military Forces of France (2017-),CMA: Coordination of Movements of the Azawad,,HCUA: High Council for the Unity of Azawad
493548,26 September 2018,Violence against civilians,Mali,Tombouctou,Unidentified Armed Group (Mali),Civilians (Mali),,Tuareg Ethnic Group (Mali)
493942,26 September 2018,Explosions/Remote violence,Mali,Tombouctou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
494063,26 September 2018,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,Military Forces of France (2017-),Ansar Dine,
494224,25 September 2018,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Tuareg Ethnic Group (Mali)
494468,25 September 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Serma,
494618,24 September 2018,Explosions/Remote violence,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),AQIM: Al Qaeda in the Islamic Maghreb,
495017,24 September 2018,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dozo Militia,Katiba Macina,
495068,24 September 2018,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
495203,23 September 2018,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Tuareg Ethnic Group (Mali)
496011,22 September 2018,Violence against civilians,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,Arab Ethnic Group (Mali); Tuareg Ethnic Group (Mali)
496435,21 September 2018,Riots,Mali,Bamako,Rioters (Mali),Police Forces of Mali (2013-2020),,
496595,21 September 2018,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,
496632,21 September 2018,Explosions/Remote violence,Mali,Mopti,Ansaroul Islam,Civilians (Mali),,Dogon Ethnic Group (Mali)
496696,20 September 2018,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
497014,20 September 2018,Violence against civilians,Mali,Mopti,Dogon Ethnic Militia (Mali),Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
497419,19 September 2018,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
497759,18 September 2018,Explosions/Remote violence,Mali,Tombouctou,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,,AQIM: Al Qaeda in the Islamic Maghreb
498067,18 September 2018,Protests,Mali,Koulikoro,Protesters (Mali),,,
498142,18 September 2018,Violence against civilians,Mali,Tombouctou,Unidentified Armed Group (Mali),Civilians (Mali),,
498149,18 September 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dozo Militia,Katiba Macina,
498157,18 September 2018,Violence against civilians,Mali,Mopti,Dogon Ethnic Militia (Mali),Civilians (Mali),,Fulani Ethnic Group (Mali)
498179,18 September 2018,Explosions/Remote violence,Mali,Gao,Islamic State (Greater Sahara),MSA: Movement for Azawad Salvation,,
498328,17 September 2018,Explosions/Remote violence,Mali,Gao,Islamist Militia (Mali),Military Forces of France (2017-),,
498334,17 September 2018,Protests,Mali,Koulikoro,Protesters (Mali),,,
498716,17 September 2018,Protests,Mali,Kidal,Protesters (Mali),,Women (Mali),
498895,16 September 2018,Battles,Mali,Gao,Gandakoy Ethnic Militia (Mali),Unidentified Armed Group (Mali),,
499224,16 September 2018,Battles,Mali,Mopti,Dozo Militia,JNIM: Group for Support of Islam and Muslims,Bambara Ethnic Group (Mali),Katiba Macina
499226,16 September 2018,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali)
499354,15 September 2018,Explosions/Remote violence,Mali,Tombouctou,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,,AQIM: Al Qaeda in the Islamic Maghreb
499557,15 September 2018,Protests,Mali,Bamako,Protesters (Mali),,URD: Union for the Republic and Democracy,
499675,15 September 2018,Strategic developments,Mali,Mopti,GATIA: Imghad Tuareg and Allies Self-Defense Group,Civilians (Mali),,Fulani Ethnic Group (Mali)
500116,14 September 2018,Riots,Mali,Bamako,Rioters (Mali),Civilians (Mali),Vigilante Group (Mali),LGBT (Mali)
500287,14 September 2018,Violence against civilians,Mali,Mopti,Islamist Militia (Mali),Civilians (Mali),,Dogon Ethnic Group (Mali)
500984,12 September 2018,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
501069,12 September 2018,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Militia,Pastoralists (Mali),
501861,11 September 2018,Battles,Mali,Kidal,Unidentified Armed Group (Mali),CMA: Coordination of Movements of the Azawad,,
501987,10 September 2018,Riots,Mali,Tombouctou,Rioters (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),CMFPR2: Coordination of Patriotic Movements and Forces for Resistance (CMA),Military Forces of Mali (2013-2020) Operational Coordination Mechanism
502694,10 September 2018,Explosions/Remote violence,Mali,Mopti,Islamist Militia (Mali),Civilians (Mali),,Dogon Ethnic Group (Mali)
503152,09 September 2018,Violence against civilians,Mali,Tombouctou,Unidentified Armed Group (Mali),Civilians (Mali),,Military Forces of Mali (2013-2020) Operational Coordination Mechanism; MAA: Arab Movement of the Azawad (CMA); Arab Ethnic Group (Mali)
503440,08 September 2018,Violence against civilians,Mali,Mopti,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali)
503590,08 September 2018,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali)
504282,07 September 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Serma,
504401,06 September 2018,Violence against civilians,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Ansar Dine,Tuareg Ethnic Group (Mali)
505998,04 September 2018,Explosions/Remote violence,Mali,Gao,Islamist Militia (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
506660,03 September 2018,Violence against civilians,Mali,Koulikoro,Unidentified Armed Group (Mali),Civilians (Mali),,Aid Workers (Mali)
507022,02 September 2018,Protests,Mali,Bamako,Protesters (Mali),,RPM: Rally for Mali,
507283,01 September 2018,Riots,Mali,Tombouctou,Rioters (Mali),,,
507520,01 September 2018,Violence against civilians,Mali,Mopti,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali)
507609,01 September 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dozo Militia,Katiba Macina,
507721,01 September 2018,Protests,Mali,Bamako,Protesters (Mali),,,
507951,31 August 2018,Violence against civilians,Mali,Gao,MSA: Movement for Azawad Salvation,Civilians (Mali),GATIA: Imghad Tuareg and Allies Self-Defense Group,Dawsahak Ethnic Group (Mali)
508581,30 August 2018,Violence against civilians,Mali,Mopti,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali)
508583,30 August 2018,Violence against civilians,Mali,Mopti,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali)
508704,30 August 2018,Violence against civilians,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
509944,28 August 2018,Strategic developments,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),,
510067,27 August 2018,Battles,Mali,Mopti,Dan Na Ambassagou,Fulani Ethnic Militia (Mali),,
510150,27 August 2018,Strategic developments,Mali,Mopti,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali)
510727,26 August 2018,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
511037,25 August 2018,Protests,Mali,Kayes,Protesters (Mali),,,
511040,25 August 2018,Protests,Mali,Mopti,Protesters (Mali),,,
511116,25 August 2018,Protests,Mali,Segou,Protesters (Mali),,,
511118,25 August 2018,Protests,Mali,Kayes,Protesters (Mali),,,
511121,25 August 2018,Protests,Mali,Tombouctou,Protesters (Mali),,,
511122,25 August 2018,Protests,Mali,Tombouctou,Protesters (Mali),,,
511123,25 August 2018,Protests,Mali,Gao,Protesters (Mali),,,
511124,25 August 2018,Protests,Mali,Sikasso,Protesters (Mali),,,
511223,25 August 2018,Protests,Mali,Tombouctou,Protesters (Mali),,,
511234,25 August 2018,Protests,Mali,Bamako,Protesters (Mali),,,
513364,20 August 2018,Protests,Mali,Sikasso,Protesters (Mali),,Teachers (Mali),
514268,18 August 2018,Protests,Mali,Sikasso,Protesters (Mali),,,
514466,18 August 2018,Protests,Mali,Bamako,Protesters (Mali),,,
515451,16 August 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
515731,15 August 2018,Violence against civilians,Mali,Segou,Dozo Militia,Civilians (Mali),,
516035,14 August 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),Katiba Serma; Fulani Ethnic Militia (Mali); Pastoralists (Mali),
517008,13 August 2018,Battles,Mali,Mopti,Military Forces of Mali (2013-2020),Unidentified Armed Group (Mali),,
517018,13 August 2018,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),MSA: Movement for Azawad Salvation,,
517074,12 August 2018,Strategic developments,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,
517280,12 August 2018,Strategic developments,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,Government of Mali (2015-)
517382,12 August 2018,Strategic developments,Mali,Mopti,Unidentified Armed Group (Mali),,,
517458,12 August 2018,Violence against civilians,Mali,Tombouctou,Unidentified Armed Group (Mali),Civilians (Mali),,Government of Mali (2013-2020)
517469,12 August 2018,Strategic developments,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,
517602,11 August 2018,Protests,Mali,Bamako,Protesters (Mali),,,
517667,11 August 2018,Strategic developments,Mali,Tombouctou,Unidentified Armed Group (Mali),,,
518456,10 August 2018,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Ansar Dine,
518493,10 August 2018,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Ansar Dine,
518526,10 August 2018,Violence against civilians,Mali,Kidal,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Civilians (Mali),,Aid Workers (Mali)
519701,08 August 2018,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Serma,Government of Mali (2013-2020)
520022,07 August 2018,Violence against civilians,Mali,Mopti,Dozo Militia,Civilians (Mali),,Fulani Ethnic Group (Mali)
521059,05 August 2018,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),MNLA: National Movement for the Liberation of Azawad,,CMA: Coordination of Movements of the Azawad
521099,05 August 2018,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),,
521565,04 August 2018,Violence against civilians,Mali,Tombouctou,Islamic State (Greater Sahara),Civilians (Mali),,Imghad Ethnic Group (Mali)
521813,04 August 2018,Explosions/Remote violence,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
522836,02 August 2018,Explosions/Remote violence,Mali,Mopti,Ansaroul Islam,Civilians (Mali),,Dogon Ethnic Group (Mali)
523001,02 August 2018,Strategic developments,Mali,Kidal,Military Forces of France (2017-),,,
524034,31 July 2018,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
524080,31 July 2018,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
524406,30 July 2018,Violence against civilians,Mali,Tombouctou,Unidentified Armed Group (Mali),Civilians (Mali),,Government of Mali (2013-2020)
524513,30 July 2018,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,MSA: Movement for Azawad Salvation
524646,30 July 2018,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Ansar Dine,
524745,29 July 2018,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,Government of Mali (2013-2020)
524761,29 July 2018,Strategic developments,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,Government of Mali (2013-2020)
524837,29 July 2018,Strategic developments,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,
